date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2017/01/29,565996.109097,987.0,5626670.0,1.95,322541.0,7114.03374045,null,
2017/01/30,4412461.85212,990.0,6925250.0,1.84,140668.0,8545.3539171,null,
2017/01/31,1231071.963,2941.0,6802470.0,2.29,318261.0,7614.19766835,null,
2017/02/01,215369.092514,783.0,8288660.0,2.46,386941.0,7709.97373965,null,
2017/02/02,5519941.53944,3271.0,9325390.0,2.6,132901.0,7715.2946325,null,
2017/02/03,130657.208663,1059.0,9659720.0,2.61,133515.0,7800.4289181,null,
2017/02/04,1330729.04123,3797.0,9812420.0,3.37,726595.0,7869.60052515,null,
2017/02/05,281528.656954,1289.0,12544800.0,3.06,568651.0,8432.08738567,null,
2017/02/06,881301.80872,3238.0,11352700.0,2.6,178837.0,7343.88577438,null,
2017/02/07,113443.306538,951.0,9701580.0,2.6,183596.0,6263.90257226,null,
2017/02/08,1010242.66653,3406.0,9754980.0,2.57,115129.0,7359.69040659,null,
2017/02/09,141101.855493,1327.0,9695360.0,2.77,189010.0,8866.39867881,null,
2017/02/10,783446.161996,3083.0,10568500.0,2.57,133894.0,6848.67396465,null,
2017/02/11,155561.44627,1099.0,9781950.0,2.5,53483.0,7538.80957184,null,
2017/02/12,778315.913764,3643.0,9442600.0,2.39,57501.0,7354.42219585,null,
2017/02/13,118406.543332,1451.0,9074080.0,2.67,139972.0,8149.9220179,null,
2017/02/14,874624.666157,3420.0,9974470.0,2.42,210760.0,7928.65716673,null,
2017/02/15,134821.064047,1079.0,9141590.0,2.38,158941.0,6506.2402664,null,
2017/02/16,2015233.01385,2291.0,9256170.0,2.2,118378.0,7375.49503883,null,
2017/02/17,189315.085899,1215.0,8402380.0,2.08,86612.0,8012.9485386,null,
2017/02/18,333238.104959,1674.0,7997430.0,1.84,108718.0,7459.7864107,null,
2017/02/19,312464.749781,1654.0,7093410.0,2.01,83590.0,7849.6340056,null,
2017/02/20,204790.839818,1536.0,7714650.0,1.88,51662.0,7391.29967105,null,
2017/02/21,268435.233688,1592.0,7202220.0,1.74,73990.0,7322.81293142,null,
2017/02/22,362554.484347,1748.0,6863120.0,2.12,126632.0,8318.50476165,null,
2017/02/23,208730.862418,1507.0,8129910.0,2.06,81706.0,6458.82636972,null,
2017/02/24,636954.74533,1813.0,7974190.0,2.29,94786.0,7333.34935289,null,
2017/02/25,1241768.43416,1648.0,8880020.0,2.29,41894.0,8434.405398,null,
2017/02/26,396131.183441,1681.0,8875570.0,2.4,63893.0,6663.76498376,null,
2017/02/27,233566.586209,1685.0,9093080.0,2.31,61474.0,7072.96412544,null,
2017/02/28,282797.304191,1746.0,9031420.0,2.15,40291.0,7954.476616,null,
2017/03/01,223677.008564,1477.0,8412630.0,2.02,58226.0,6838.24186464,null,
2017/03/02,275687.007994,1754.0,7953900.0,2.09,76329.0,7015.5875728,null,
2017/03/03,225376.435471,1715.0,8220470.0,2.07,59527.0,7469.38394368,null,
2017/03/04,270406.831533,1621.0,8152800.0,2.15,42303.0,7161.63697952,null,
2017/03/05,258337.926019,1657.0,8451920.0,2.08,32296.0,8559.53844384,null,
2017/03/06,459117.953187,1865.0,8245290.0,2.29,68215.0,7500.68024512,null,
2017/03/07,458909.783928,1347.0,9009560.0,3.31,722346.0,6014.10592672,null,
2017/03/08,369925.682144,1553.0,13102700.0,2.8,478957.0,7151.20487904,null,
2017/03/09,644902.802992,2114.0,11179700.0,3.09,237597.0,9055.06321664,null,
2017/03/10,478210.349337,1682.0,12349800.0,3.13,483867.0,6233.1800368,null,
2017/03/11,584242.55065,1824.0,12450600.0,3.27,233518.0,7641.5136016,null,
2017/03/12,2050138.60307,2456.0,13110100.0,4.62,1388970.0,7693.674104,null,
2017/03/13,1859268.63936,2264.0,19933900.0,5.06,2123340.0,8220.49517824,null,
2017/03/14,1285706.79403,2211.0,20299800.0,4.64,980972.0,7119.9085776,null,
2017/03/15,987141.601536,1945.0,18614300.0,5.34,925039.0,7172.06908,null,
2017/03/16,917068.574779,1876.0,21379400.0,5.18,945455.0,7328.5505872,null,
2017/03/17,1067126.67863,2383.0,20773400.0,4.83,642384.0,8366.54458496,null,
2017/03/18,1187573.86799,2311.0,19672000.0,6.23,1052730.0,7052.09992448,null,
2017/03/19,1329993.5109,2287.0,25517900.0,6.38,1300370.0,7511.1123456,null,
2017/03/20,1853195.9305,2272.0,25696900.0,6.14,616274.0,6605.22385761,null,
2017/03/21,1247809.3337,2807.0,24969500.0,5.76,577491.0,8356.00919599,null,
2017/03/22,1376901.22144,2826.0,23476000.0,5.91,334899.0,7953.18551411,null,
2017/03/23,461692.313891,1586.0,24379400.0,7.81,1580610.0,6718.89243758,null,
2017/03/24,1468286.64609,2114.0,31348600.0,7.3,746802.0,6971.94834031,null,
2017/03/25,2504729.57953,2432.0,30441500.0,10.02,1465100.0,8314.69394658,null,
2017/03/26,3527091.58984,2078.0,42224800.0,15.19,15340800.0,7033.92121443,null,
2017/03/27,4321536.05468,3222.0,61324700.0,10.79,7036740.0,8965.409125,null,
2017/03/28,4034742.9052,3242.0,45080700.0,12.81,2885050.0,7111.3873071,null,
2017/03/29,1700259.34197,1721.0,53626700.0,12.24,1123390.0,6946.12630942,null,
2017/03/30,3288239.08975,1955.0,51143700.0,12.25,1617450.0,6192.12300742,null,
2017/03/31,1765678.72095,1568.0,55277700.0,12.67,1004920.0,8051.30923151,null,
2017/04/01,3747867.55336,2754.0,57887700.0,12.8,612191.0,7627.82792491,null,
2017/04/02,922133.107771,1633.0,58887100.0,11.08,1259490.0,7922.19907705,null,
2017/04/03,1712071.01176,1943.0,50723600.0,10.83,1468930.0,7436.74489633,null,
2017/04/04,1285994.71812,1670.0,49787600.0,10.02,1042790.0,7064.90765152,null,
2017/04/05,3304076.99594,2518.0,46009800.0,10.31,1240980.0,7483.22455193,null,
2017/04/06,1490204.42619,1597.0,47454900.0,9.69,801588.0,7824.07535969,null,
2017/04/07,2377737.67762,2269.0,44938800.0,8.86,664892.0,7002.93477737,null,
2017/04/08,505269.888388,1283.0,40994700.0,11.18,2052440.0,7255.99068008,null,
2017/04/09,4197958.55329,3142.0,52201500.0,11.99,2464150.0,7669.14317432,null,
2017/04/10,2765149.36601,2782.0,55567300.0,11.52,1106340.0,8578.43659147,null,
2017/04/11,2050527.13975,2340.0,53672100.0,11.4,832124.0,6427.38471914,null,
2017/04/12,679780.899181,1354.0,53028900.0,11.51,664216.0,6826.22004778,null,
2017/04/13,3139527.26934,3643.0,53712000.0,10.99,698967.0,8574.95956564,null,
2017/04/14,1266998.96048,2239.0,51830200.0,11.05,449000.0,6575.66964902,null,
2017/04/15,4454898.84025,3547.0,51613100.0,12.16,705586.0,6994.95807143,null,
2017/04/16,2303944.90025,2349.0,56916900.0,12.18,635036.0,7915.34729134,null,
2017/04/17,2614909.56143,2427.0,57037200.0,12.03,851312.0,6468.29090674,null,
2017/04/18,1380540.02949,2218.0,56726800.0,12.13,684640.0,7756.83581461,null,
2017/04/19,3586918.49533,3327.0,57014000.0,13.43,3399220.0,7710.81635359,null,
2017/04/20,2012111.09519,2099.0,63237700.0,14.22,1689860.0,6795.5404071,null,
2017/04/21,4818410.16733,3339.0,67042300.0,14.85,803308.0,8068.74549469,null,
2017/04/22,2539589.67282,2687.0,70369300.0,14.77,1183560.0,7490.9455955,null,
2017/04/23,2923213.54712,2254.0,69918500.0,16.52,2618160.0,6943.825337,null,
2017/04/24,722306.052382,1337.0,78587300.0,16.57,2835990.0,4315.60278675,null,
2017/04/25,4402359.24264,3114.0,77983700.0,15.21,2007810.0,5149.06635813,null,
2017/04/26,2584126.6065,3936.0,70895400.0,16.47,1997200.0,12082.6651483,null,
2017/04/27,4545907.34692,3332.0,77547500.0,14.55,1658670.0,7010.29789174,null,
2017/04/28,986233.776753,1700.0,69382900.0,15.28,1756280.0,5890.49100752,null,
2017/04/29,9161502.98874,4191.0,73202100.0,15.65,960592.0,7035.864259,null,
2017/04/30,825501.275786,2267.0,74906700.0,15.85,1326060.0,8554.50647186,null,
2017/05/01,6818904.52293,4306.0,75566600.0,15.16,1895940.0,7432.92766098,null,
2017/05/02,1697510.84111,2472.0,71644400.0,13.8,1660500.0,7209.20929105,null,
2017/05/03,5716928.44456,3926.0,66135900.0,14.37,1610890.0,6956.0769423,null,
2017/05/04,1014556.10552,2076.0,69259600.0,15.25,1313140.0,7209.20929101,null,
2017/05/05,6507443.79522,3790.0,73881300.0,15.95,1630340.0,7472.46693364,null,
2017/05/06,1117169.20749,1979.0,76993500.0,17.02,1476430.0,6890.26253165,null,
2017/05/07,7980529.54929,3562.0,82327700.0,17.05,2927270.0,7315.52487746,null,
2017/05/08,2535270.33895,2699.0,83456300.0,17.23,2088860.0,7644.5969308,null,
2017/05/09,5787192.63776,3339.0,83549800.0,15.47,1562010.0,6956.07694233,null,
2017/05/10,1230131.01293,1872.0,75973900.0,16.53,988746.0,6794.07223916,null,
2017/05/11,7214806.21364,3617.0,80420700.0,15.34,831284.0,7082.64311666,null,
2017/05/12,1884395.82887,2232.0,74261500.0,15.25,709425.0,7685.09810658,null,
2017/05/13,6789957.08762,3279.0,74203300.0,18.79,2811300.0,7507.90546251,null,
2017/05/14,2892533.27414,2655.0,92138000.0,17.16,1453890.0,7275.02370169,null,
2017/05/15,5482721.66479,3581.0,83805300.0,15.55,1317300.0,6763.69635731,null,
2017/05/16,2022084.58083,2217.0,76315800.0,15.27,1115020.0,7330.71281839,null,
2017/05/17,8186517.5574,2847.0,75257100.0,21.14,7469700.0,6515.62665556,null,
2017/05/18,2062635.90758,2467.0,105225000.0,21.1,3308570.0,7664.84751871,null,
2017/05/19,4002264.02973,2804.0,103110000.0,20.01,1416190.0,7806.60163399,null,
2017/05/20,2872160.71839,2337.0,97566500.0,20.25,1158210.0,6505.50136162,null,
2017/05/21,8006753.95187,3803.0,99768100.0,20.33,1269580.0,7042.14194089,null,
2017/05/22,1342556.70903,2145.0,100785000.0,20.05,2165250.0,7224.64785798,null,
2017/05/23,5747182.77198,3353.0,98437000.0,22.31,1827550.0,6631.5662833,null,
2017/05/24,2093190.09919,2385.0,111877000.0,24.37,3857870.0,7664.14576502,null,
2017/05/25,4882953.63899,2835.0,119296000.0,21.92,1814930.0,6065.15132482,null,
2017/05/26,3109648.04228,2519.0,108815000.0,21.4,1221450.0,7483.69498181,null,
2017/05/27,7136681.95934,3428.0,106838000.0,18.9,1063380.0,7498.73254703,null,
2017/05/28,1996363.81867,2207.0,94770500.0,20.04,963530.0,7197.98124171,null,
2017/05/29,8346197.37398,3605.0,99860900.0,20.83,781367.0,7699.23341729,null,
2017/05/30,785654.793172,1732.0,104238000.0,20.3,1323570.0,6521.29080464,null,
2017/05/31,8511822.55694,3192.0,101976000.0,21.8,995100.0,7298.23167684,null,
2017/06/01,1345086.10981,1796.0,110146000.0,24.95,2886770.0,6932.31758866,null,
2017/06/02,9653003.47282,3253.0,125482000.0,30.7,3739400.0,7167.90611114,null,
2017/06/03,2336474.26421,2440.0,154295000.0,35.21,6865010.0,8060.13498372,null,
2017/06/04,10445350.0515,3597.0,177458000.0,32.1,3468980.0,6486.20315233,null,
2017/06/05,3689187.29246,2163.0,162002000.0,35.05,2868100.0,6756.87932714,null,
2017/06/06,9318545.50798,3619.0,176868000.0,34.58,2657680.0,7629.05811268,null,
2017/06/07,1645927.17043,2065.0,174967000.0,32.62,3270310.0,6812.01706646,null,
2017/06/08,10498681.1712,3365.0,165901000.0,34.66,2388670.0,7172.91863291,null,
2017/06/09,3824380.48478,2158.0,175431000.0,42.12,4390150.0,7253.11898106,null,
2017/06/10,18805724.6363,3586.0,215444000.0,41.08,5631520.0,7553.87028635,null,
2017/06/11,3877037.13495,2211.0,208689000.0,41.05,5497050.0,6726.80419667,null,
2017/06/12,8222262.20814,3154.0,208041000.0,33.73,3761090.0,7834.5715047,null,
2017/06/13,2043407.95344,2305.0,170407000.0,36.87,2086310.0,7213.51509652,null,
2017/06/14,6979804.2109,3049.0,187546000.0,31.22,1413710.0,6412.05753375,null,
2017/06/15,1183707.84581,1848.0,158782000.0,30.18,1402140.0,6580.7958899,null,
2017/06/16,9453976.19781,3689.0,154382000.0,32.57,1267190.0,7627.96627661,null,
2017/06/17,1722060.04599,2442.0,166673000.0,31.83,1336480.0,7727.22413318,null,
2017/06/18,10064243.0815,3299.0,164444000.0,41.95,11185200.0,6913.30970938,null,
2017/06/19,2303511.06875,2130.0,216323000.0,40.05,5853420.0,6575.83299709,null,
2017/06/20,9340028.47874,3717.0,206818000.0,35.71,3106890.0,6744.57135323,null,
2017/06/21,3002940.52511,2156.0,183928000.0,37.04,2080240.0,7037.38203008,null,
2017/06/22,11650962.7472,3841.0,190323000.0,43.12,5629680.0,8079.58952395,null,
2017/06/23,3755125.25945,1916.0,221303000.0,45.55,3936480.0,5816.51039438,null,
2017/06/24,13551558.377,3844.0,238976000.0,43.29,2074380.0,7608.11470532,null,
2017/06/25,3521506.18557,2356.0,223596000.0,38.81,2068440.0,7578.33734833,null,
2017/06/26,9624051.22489,3576.0,200625000.0,35.26,3233030.0,6516.27828316,null,
2017/06/27,2385891.0938,2278.0,183242000.0,36.26,2134180.0,7305.3782428,null,
2017/06/28,10314275.3908,3660.0,190554000.0,36.09,1453690.0,7052.27070858,null,
2017/06/29,2749875.24592,2593.0,187711000.0,34.2,1066580.0,6883.53235242,null,
2017/06/30,9220312.62332,4332.0,178839000.0,32.26,1922690.0,7717.29834753,null,
2017/07/01,1713523.20313,2440.0,169093000.0,29.21,2355220.0,7618.04049095,null,
2017/07/02,9178713.97239,3115.0,153510000.0,29.8,1261070.0,6426.94621225,null,
2017/07/03,2114992.46134,2036.0,155746000.0,31.86,1183960.0,6297.91099872,null,
2017/07/04,9059013.90069,3325.0,166912000.0,36.26,1909980.0,8356.57790952,null,
2017/07/05,2428299.6425,2323.0,190855000.0,37.33,3216940.0,6692.53468587,null,
2017/07/06,6278293.61538,2780.0,196079000.0,35.16,905811.0,6574.60455924,null,
2017/07/07,4927537.63452,2987.0,185385000.0,29.89,1441280.0,7724.42329382,null,
2017/07/08,5411425.24117,2715.0,157260000.0,36.88,2927310.0,6879.25738636,null,
2017/07/09,5524404.8792,2899.0,193186000.0,33.11,2005270.0,6952.9637155,null,
2017/07/10,3855728.8269,2785.0,175724000.0,24.58,2196480.0,6618.82835671,null,
2017/07/11,4045033.95483,2896.0,130152000.0,25.44,2338340.0,7341.15038217,null,
2017/07/12,7903269.484,3184.0,134895000.0,28.19,1542700.0,6903.82616266,null,
2017/07/13,3942258.06897,2837.0,150033000.0,25.67,806704.0,6795.72354657,null,
2017/07/14,3932940.11549,2971.0,136178000.0,22.55,1280400.0,7434.51173247,null,
2017/07/15,3194112.52726,2667.0,119067000.0,20.21,788266.0,6132.36658441,null,
2017/07/16,2657723.63224,2927.0,106193000.0,19.13,884628.0,6771.15477028,null,
2017/07/17,6230697.44199,3197.0,100370000.0,24.42,1098540.0,7508.21806168,null,
2017/07/18,4009701.62273,3280.0,131571000.0,24.72,1384330.0,6810.46481248,null,
2017/07/19,6311417.96053,3514.0,133317000.0,23.3,813883.0,7527.87308274,null,
2017/07/20,8369637.15153,3467.0,123563000.0,26.85,1274350.0,6938.22244969,null,
2017/07/21,10143465.8082,3266.0,143707000.0,26.87,720384.0,6245.38295574,null,
2017/07/22,5466671.84417,3554.0,143869000.0,30.02,1070060.0,7311.66785066,null,
2017/07/23,4591633.77717,3338.0,161983000.0,28.48,828897.0,7626.14818831,null,
2017/07/24,4194977.09838,3003.0,151585000.0,28.41,853258.0,6839.94734415,null,
2017/07/25,4095127.44482,3236.0,152478000.0,25.9,1679880.0,7436.94428484,null,
2017/07/26,3801935.94517,2926.0,139150000.0,25.82,519526.0,6587.3511328,null,
2017/07/27,5827351.6172,3193.0,140044000.0,25.17,444541.0,7205.21937047,null,
2017/07/28,25622186.6355,2964.0,136730000.0,23.2,1466680.0,6168.95216867,null,
2017/07/29,14918468.6016,3467.0,125663000.0,30.02,2558920.0,7657.67406426,null,
2017/07/30,4632848.99314,3109.0,164663000.0,26.3,1908450.0,6207.87300253,null,
2017/07/31,11069600.2596,3762.0,142923000.0,28.73,1306050.0,7477.66520761,null,
2017/08/01,6079090.29538,3365.0,157743000.0,29.35,1189560.0,7146.83811971,null,
2017/08/02,9635978.08775,3350.0,159476000.0,29.29,692111.0,6811.14592754,null,
2017/08/03,4700673.34647,3335.0,159211000.0,28.58,626260.0,6854.93186565,null,
2017/08/04,4231992.80971,3162.0,156776000.0,28.32,545456.0,7122.51259855,null,
2017/08/05,4726416.67816,3047.0,154871000.0,30.49,959859.0,6835.47144874,null,
2017/08/06,5596342.54361,3522.0,166393000.0,30.58,659951.0,7604.15791768,null,
2017/08/07,7457336.5321,2921.0,167328000.0,30.51,958877.0,6086.24539669,null,
2017/08/08,8290495.25928,3498.0,168415000.0,31.68,978874.0,7161.43343238,null,
2017/08/09,10475400.3189,4012.0,174444000.0,29.47,1420520.0,6927.90842916,null,
2017/08/10,6169258.57311,3648.0,162243000.0,28.2,862145.0,7764.70635736,null,
2017/08/11,5443602.39952,3029.0,155440000.0,26.74,1910380.0,6631.1370709,null,
2017/08/12,4648319.5663,3207.0,147601000.0,26.59,1688200.0,6854.93186567,null,
2017/08/13,4944727.7759,3394.0,145710000.0,25.59,1232020.0,6777.09019793,null,
2017/08/14,4887294.69785,3126.0,140380000.0,23.32,1706170.0,6806.28082332,null,
2017/08/15,6675237.26968,3530.0,129238000.0,30.02,1976850.0,7184.55471982,null,
2017/08/16,7338744.66792,3582.0,166699000.0,26.27,1203980.0,6921.93542834,null,
2017/08/17,5156779.68205,3400.0,145531000.0,24.47,975883.0,7085.71121455,null,
2017/08/18,3329838.41736,2837.0,135614000.0,23.88,794764.0,5934.46377715,null,
2017/08/19,9873363.69293,3171.0,132181000.0,27.92,1297340.0,7071.26040974,null,
2017/08/20,9585742.09851,3238.0,151313000.0,26.28,976831.0,7244.67006557,null,
2017/08/21,5344221.32236,3125.0,146632000.0,27.41,934142.0,7167.59910742,null,
2017/08/22,4476130.85009,3147.0,153117000.0,25.96,1131900.0,6382.43872135,null,
2017/08/23,4535087.25151,2915.0,145282000.0,26.32,876055.0,6396.88952597,null,
2017/08/24,7010596.98363,3376.0,147963000.0,31.16,2852650.0,7649.29259586,null,
2017/08/25,6474264.37278,3246.0,174411000.0,34.53,1982100.0,7225.40232604,null,
2017/08/26,6635767.11655,3085.0,194536000.0,38.53,4209060.0,6425.7911353,null,
2017/08/27,8353431.69463,3338.0,215803000.0,41.21,3136050.0,6300.55082832,null,
2017/08/28,18221471.2524,3727.0,229128000.0,39.82,2252980.0,7321.74102374,null,
2017/08/29,6912784.43814,3454.0,223165000.0,35.39,2636660.0,6994.18945162,null,
2017/08/30,9407791.62369,3495.0,199655000.0,38.4,1773310.0,7634.84179118,null,
2017/08/31,13969001.332,2871.0,216516000.0,38.09,1380050.0,6247.5645446,null,
2017/09/01,154092719.59,2234.0,215536000.0,41.35,1876320.0,6772.61044692,null,
2017/09/02,121711673.754,2654.0,232566000.0,36.33,1128560.0,7548.13696327,null,
2017/09/03,6665140.9562,2055.0,205793000.0,36.64,646132.0,6632.91933529,null,
2017/09/04,7134110.30162,1975.0,206928000.0,32.27,1541850.0,7268.75473996,null,
2017/09/05,7019282.06922,2087.0,183293000.0,34.08,1176300.0,6854.49833996,null,
2017/09/06,7701242.76881,2492.0,192361000.0,34.74,918098.0,8471.55768914,null,
2017/09/07,5231984.61132,1909.0,196639000.0,33.93,726765.0,5780.32186152,null,
2017/09/08,6115873.89946,2138.0,193444000.0,31.53,1296220.0,7673.71111814,null,
2017/09/09,10990112.2987,1828.0,180165000.0,30.4,788176.0,6347.86171426,null,
2017/09/10,6524890.96499,1835.0,175700000.0,28.69,906475.0,6390.7848964,null,
2017/09/11,5034743.87608,1836.0,164109000.0,29.01,998634.0,6982.17096144,null,
2017/09/12,5203779.78812,1973.0,165834000.0,27.73,847669.0,6858.17065748,null,
2017/09/13,5150484.98845,2045.0,157889000.0,26.73,1649640.0,7311.24869118,null,
2017/09/14,5259368.27577,1908.0,150699000.0,23.83,1921540.0,6529.09292774,null,
2017/09/15,6070491.80407,1987.0,138667000.0,29.7,2353720.0,6614.93929202,null,
2017/09/16,6095400.69613,2347.0,170410000.0,30.89,1029260.0,7587.86475386,null,
2017/09/17,4958766.50083,1912.0,178125000.0,29.79,706172.0,6438.477321,null,
2017/09/18,5021243.48474,1639.0,170259000.0,30.94,1157730.0,6581.5545948,null,
2017/09/19,10785975.6539,2046.0,179257000.0,32.4,1782770.0,6467.09277576,null,
2017/09/20,7208036.74864,2051.0,187570000.0,36.07,5887380.0,7025.09414358,null,
2017/09/21,7993839.45874,2847.0,208604000.0,31.98,3104750.0,7440.0182376,null,
2017/09/22,5888750.73604,2173.0,185250000.0,31.13,1478070.0,6648.32398924,null,
2017/09/23,6340958.92752,1863.0,178795000.0,37.54,1658140.0,6076.01489404,null,
2017/09/24,5494454.20118,1899.0,216445000.0,33.72,1230700.0,6896.32459716,null,
2017/09/25,5636763.10394,1963.0,196539000.0,34.96,1251560.0,7769.09596734,null,
2017/09/26,4902521.33464,1806.0,203777000.0,33.46,955503.0,6486.1697456,null,
2017/09/27,5441963.65387,1854.0,196921000.0,36.1,1591530.0,6873.37556944,null,
2017/09/28,5022929.92605,1790.0,211480000.0,34.66,1082720.0,6233.06935412,null,
2017/09/29,5628264.38255,1879.0,202656000.0,34.14,636638.0,7002.75897893,null,
2017/09/30,4945496.66462,1872.0,200263000.0,34.58,577705.0,7323.8564911,null,
2017/10/01,4646689.97993,1638.0,202154000.0,33.1,769357.0,5789.19926376,null,
2017/10/02,5893021.60237,2106.0,194309000.0,34.21,1346750.0,7569.40164748,null,
